0	1
0.00933551	0.999192
0.0186737	0.997534
0.028088	0.995808
0.0374398	0.994822
0.0467952	0.994205
0.0561217	0.993685
0.0654291	0.993383
0.0747338	0.991972
0.0840377	0.99063
0.093346	0.988918
0.102643	0.987013
0.11195	0.98563
0.121257	0.983904
0.130563	0.982054
0.139861	0.980219
0.149167	0.977999
0.158474	0.975958
0.167771	0.973958
0.177078	0.97189
0.186375	0.96978
0.195682	0.967122
0.204979	0.96452
0.214277	0.962177
0.223583	0.96004
0.23289	0.95804
0.242187	0.955711
0.251494	0.952848
0.260791	0.949725
0.270098	0.946711
0.279395	0.944272
0.288693	0.941848
0.29799	0.938998
0.307288	0.935779
0.316594	0.932573
0.325892	0.928806
0.33518	0.925395
0.344478	0.922121
0.353775	0.918874
0.363082	0.915244
0.37237	0.911518
0.381677	0.907258
0.390965	0.902491
0.400263	0.896491
0.40956	0.89049
0.418857	0.884559
0.428155	0.878764
0.437452	0.872915
0.446741	0.867285
0.456047	0.862161
0.465345	0.857271
0.474633	0.851983
0.483922	0.845504
0.49321	0.839039
0.50249	0.832039
0.511778	0.82508
0.521066	0.817888
0.530346	0.811025
0.539634	0.804327
0.548914	0.79767
0.558193	0.790588
0.567472	0.782988
0.576752	0.774664
0.586031	0.765057
0.59531	0.754302
0.604581	0.741606
0.61386	0.726943
0.623131	0.710354
0.632401	0.691352
0.641662	0.669695
0.650932	0.645015
0.660194	0.617231
0.669455	0.586284
0.678716	0.551817
0.687968	0.513742
0.697212	0.474549
0.706455	0.434496
0.715689	0.39399
0.724932	0.353448
0.734157	0.31258
0.743373	0.271451
0.752589	0.229902
0.761796	0.186873
0.770994	0.14363
0.780192	0.10503
0.789381	0.0739389
0.798579	0.0508815
0.807767	0.035368
0.816947	0.0315562
0.826136	0.033271
0.835316	0.0352119
0.844496	0.0359074
0.853685	0.0365549
0.862873	0.0370948
0.872053	0.0373293
0.881251	0.0375822
0.89044	0.0377555
0.899629	0.0378914
0.920514	0.0380168
0.960257	0.038245
1	0.0386833
